"TIMESTAMP","DURATION_MS","PROTOCOL","EVENT","FROM","TO","TIMESLOT","COLOR_CODE","ALGORITHM","KEY","DETAILS"
"2025:05:12:16:39:24","1152","DMR","Group Call","1","601","TS:1","1","","","SERVICE OPTIONS []"
"2025:05:12:16:39:38","","DMR","Group Call","1","601","TS:1","1","","","SERVICE OPTIONS []"
"2025:05:12:16:39:38","337","DMR","Group Call","1","601","TS:1","1","","","SERVICE OPTIONS []"
"2025:05:12:16:39:38","688","DMR","Group Call","1","601","TS:1","1","","","SERVICE OPTIONS []"
"2025:05:12:16:39:38","1040","DMR","Group Call","1","601","TS:1","1","","","SERVICE OPTIONS []"
"2025:05:12:16:39:38","1444","DMR","Group Call","1","601","TS:1","1","","","SERVICE OPTIONS []"
"2025:05:12:16:39:38","1791","DMR","Group Call","1","601","TS:1","1","","","SERVICE OPTIONS []"
"2025:05:12:16:39:38","1892","DMR","Group Call","1","601","TS:1","1","","","SERVICE OPTIONS []"
"2025:05:12:16:39:43","","DMR","Group Call","1","601","TS:1","1","","","SERVICE OPTIONS []"
"2025:05:12:16:39:43","49","DMR","Group Call","1","601","TS:1","1","","","SERVICE OPTIONS []"
"2025:05:12:16:39:43","352","DMR","Group Call","1","601","TS:1","1","","","SERVICE OPTIONS []"
