TIMESTAMP,DURATION_MS,PROTOCOL,EVENT,FROM,TO,CHANNEL_NUMBER,FREQUENCY,TIMESLOT,DETAILS,EVENT_ID
"2025:05:12:13:59:48","","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","866922752"
"2025:05:12:13:59:48","350","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","866922752"
"2025:05:12:13:59:48","699","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","866922752"
"2025:05:12:13:59:48","1107","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","866922752"
"2025:05:12:13:59:48","1457","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","866922752"
"2025:05:12:13:59:48","1562","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","866922752"
"2025:05:12:13:59:50","","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","932426669"
"2025:05:12:13:59:50","54","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","932426669"
"2025:05:12:13:59:50","408","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","932426669"
"2025:05:12:13:59:50","719","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","932426669"
"2025:05:12:13:59:50","1098","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","932426669"
"2025:05:12:13:59:50","1444","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","932426669"
"2025:05:12:13:59:50","1588","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","932426669"
"2025:05:12:13:59:57","","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","1922120507"
"2025:05:12:13:59:57","75","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","1922120507"
"2025:05:12:13:59:57","369","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","1922120507"
"2025:05:12:13:59:57","754","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","1922120507"
"2025:05:12:13:59:57","898","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","1922120507"
"2025:05:12:14:00:04","","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","299870340"
"2025:05:12:14:00:04","","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","299870340"
"2025:05:12:14:00:04","142","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","299870340"
"2025:05:12:14:00:04","496","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","299870340"
"2025:05:12:14:00:04","874","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","299870340"
"2025:05:12:14:00:04","1221","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","299870340"
"2025:05:12:14:00:04","1557","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","299870340"
"2025:05:12:14:00:04","1947","DMR","Group Call","1","","1 426.15","426.150000","TS:1","SERVICE OPTIONS []","299870340"
